Churn_Score,Total_Charges,Tenure_Months,Monthly_Charge,Contract_Month-to-month,CLTV,Latitude,Zip_Code,Longitude,Online_Security,Churn_Label,Senior_Citizen,Partner,Dependents,Paperless_Billing,Tech_Support,Device_Protection,Payment_Method_Bank transfer (automatic),Payment_Method_Credit card (automatic),Payment_Method_Electronic check,Payment_Method_Mailed check,Internet_Service_DSL,Internet_Service_Fiber optic,Internet_Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,CustomerID
66,93.45,4,19.6,TRUE,4580,36.78979,93722,-119.929894,,0,0,1,0,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5702-SKUOB
66,1389.85,27,53.8,TRUE,2563,36.623632,93725,-119.741322,0,0,0,1,0,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1134-YWTYF
56,2894.55,41,70.2,FALSE,5365,36.793601,93726,-119.761131,1,0,0,0,1,0,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6061-GWWAV
21,4025.6,50,75.5,FALSE,5141,36.751489,93727,-119.68072,1,0,0,1,1,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0679-TDGAK
41,1354.4,72,20.35,FALSE,4949,36.757345,93728,-119.818274,,0,0,1,1,0,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6585-WCEWR
21,1856.4,70,26.05,FALSE,4467,36.64152,93901,-121.622188,,0,0,0,0,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9067-YGSCA
44,926,44,20.6,FALSE,2471,36.667794,93905,-121.601306,,0,0,1,1,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9067-SQTNS
21,682.1,34,20.1,FALSE,2272,36.77462,93907,-121.664714,,0,0,1,1,1,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1776-SPBWV
55,1778.7,72,24.3,FALSE,4397,36.624338,93908,-121.615669,,0,1,1,0,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8735-SDUFN
38,1816.2,71,24.5,FALSE,4058,36.092975,93920,-121.549826,,0,0,1,0,1,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9668-PUGNU
64,7069.25,64,110.5,FALSE,5718,36.554618,93921,-121.922239,0,0,0,0,0,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,9405-GPBBG
36,1841.2,72,25.25,FALSE,4551,36.460611,93923,-121.852507,,0,0,1,0,1,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1926-QUZNN
55,2656.7,29,90.1,FALSE,3553,36.596271,93925,-121.442274,1,0,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7016-NVRIC
34,1689.45,23,68.75,FALSE,3519,36.52588,93926,-121.396719,1,0,0,1,0,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5829-NVSQN
78,1054.75,52,19.2,FALSE,4203,36.248708,93927,-121.386617,,0,0,1,1,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9565-AXSMR
78,7334.05,64,115.1,FALSE,5213,36.220761,93930,-120.980777,1,0,0,0,0,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,8869-LIHMK
47,2404.85,24,99.65,TRUE,5207,36.362741,93940,-121.869685,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0447-RXSGD
32,171.45,2,91.45,TRUE,4889,36.618337,93950,-121.926417,0,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4927-WWOOZ
51,2839.45,34,84.75,FALSE,2020,36.587497,93953,-121.944815,1,0,0,1,1,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5788-YPOEG
73,3942.45,53,78.75,FALSE,5052,36.625114,93955,-121.823565,0,0,0,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0661-KBKPA
38,873.4,47,20.25,FALSE,2070,36.414216,93960,-121.360597,,0,0,1,1,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9081-WWXKP
72,1529.65,72,19.9,FALSE,5730,36.624641,93962,-121.647195,,0,0,0,1,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0784-ZQJZX
46,6991.6,72,97.75,FALSE,4054,37.509366,94002,-122.306132,1,0,0,1,1,1,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3133-PZNSR
56,715,7,100.4,TRUE,5041,37.45567,94019,-122.407992,0,0,0,0,0,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0722-SVSFK
77,1681.6,71,24.45,FALSE,4742,37.285677,94020,-122.224165,,0,0,1,0,1,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3612-YVGSJ
38,4016.2,41,101.1,FALSE,2227,37.266388,94021,-122.26308,0,0,1,0,0,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9825-YCXWZ
62,3281.65,67,50.9,FALSE,5281,37.349546,94022,-122.134356,1,0,0,1,1,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5397-NSKQG
51,7317.1,69,107.2,FALSE,5935,37.352911,94024,-122.093002,1,0,0,1,0,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8565-HBFNN
44,6474.45,70,92.2,FALSE,5264,37.449551,94025,-122.183762,1,0,1,1,0,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2000-DHJUY
56,8164.1,72,113.4,FALSE,6347,37.369709,94028,-122.215844,1,0,0,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,8670-ERCJH
31,1325.85,34,40.55,FALSE,3897,37.601248,94030,-122.403099,0,0,0,1,1,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7758-UJWYS
72,1654.85,65,26,FALSE,5352,37.540582,94037,-122.509594,,0,0,1,1,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2050-ONYDQ
25,7795.95,70,111.95,FALSE,4182,37.515556,94038,-122.502311,1,0,0,0,0,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7055-JCGNI
28,3952.45,72,53.8,FALSE,4954,37.380662,94040,-122.086022,1,0,0,1,1,1,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0739-UUAJR
45,2495.15,35,72.1,FALSE,5510,37.388349,94041,-122.075299,0,0,0,0,1,1,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4826-DXMUP
55,876.75,12,78.85,FALSE,2495,37.573633,94044,-122.455167,1,0,0,1,0,0,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,7285-KLOTR
24,4263.45,62,70.75,FALSE,4133,37.22565,94060,-122.297533,1,0,0,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0654-PQKDW
32,1992.95,25,76.15,TRUE,3955,37.461251,94061,-122.235414,1,0,0,0,0,1,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7175-NTIXE
52,1982.1,52,39.1,FALSE,4247,37.410567,94062,-122.297152,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7963-SHNDT
47,562.7,8,69.95,TRUE,2939,37.499411,94063,-122.196318,0,0,1,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,9796-BPKIW
59,33.7,2,20.05,TRUE,4978,37.527497,94065,-122.230941,,0,0,0,0,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0188-GWFLE
59,1090.1,56,20.05,FALSE,5172,37.624436,94066,-122.430661,,0,0,1,1,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8129-GMVGI
76,227.45,12,19.45,TRUE,4862,37.497915,94070,-122.267361,,0,0,0,0,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2882-DDZPG
47,1250.85,47,26.9,FALSE,2382,37.331762,94074,-122.341444,,0,0,1,0,0,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3547-LQRIK
24,37.2,2,19.2,TRUE,4577,37.654436,94080,-122.426468,,0,1,0,0,0,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,9137-NOQKA
49,892.7,18,50,TRUE,4952,37.378541,94086,-122.020456,0,0,0,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5843-TTHGI
29,487.75,8,60,TRUE,5862,37.3511,94087,-122.037311,1,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1849-RJYIG
44,3713.95,45,84.55,TRUE,3289,37.421633,94089,-122.009613,1,0,0,1,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,8868-GAGIO
72,141.7,3,45.45,TRUE,3666,37.7795,94102,-122.419233,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4061-UKJWL
27,678.2,38,20.05,FALSE,4539,37.773147,94103,-122.411287,,0,0,0,0,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5380-XPJNZ
58,8425.3,72,115.55,FALSE,5890,37.791222,94104,-122.402241,1,0,0,1,0,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,8263-QMNTJ
74,7061.65,71,99,FALSE,4305,37.768881,94107,-122.395521,1,0,0,1,1,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3230-JCNZS
30,3364.55,66,50.55,FALSE,4652,37.791998,94108,-122.408653,0,0,0,1,1,0,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0277-ORXQS
21,332.5,13,25,FALSE,4734,37.801776,94111,-122.402293,,0,0,1,1,1,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,7996-BPXHY
26,5963.95,65,91.55,FALSE,4921,37.720498,94112,-122.443119,1,0,0,1,1,0,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3227-WLKLI
54,278.85,15,19.35,FALSE,2742,37.786031,94115,-122.437301,,0,0,1,1,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2266-FUBDZ
78,1871.85,72,24.85,FALSE,4067,37.74441,94116,-122.486764,,0,0,1,0,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8237-ULIXL
76,4303.65,42,100.4,FALSE,3265,37.781304,94118,-122.461522,0,0,0,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,8216-AZUUZ
79,1753,71,25,FALSE,4066,37.776718,94121,-122.495781,,0,0,1,0,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9153-BTBVV
67,617.65,35,19.25,TRUE,4988,37.731505,94124,-122.384532,,0,0,0,0,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5186-PEIZU
73,5935.1,53,108.25,TRUE,5989,37.736535,94127,-122.45732,0,0,0,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1074-AMIOH
43,982.95,48,20.15,FALSE,4399,37.746699,94131,-122.442833,,0,0,0,0,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4361-FEBGN
34,2974.5,30,101.3,TRUE,2440,37.722302,94132,-122.491129,0,0,1,0,1,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7748-UMTRK
66,198.7,10,20,TRUE,2411,37.802071,94133,-122.411004,,0,0,0,0,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0380-ZCSBI
72,1275.65,12,105.3,TRUE,5913,37.721052,94134,-122.413573,0,0,0,0,1,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7145-FEJWU
72,4003,57,69.85,FALSE,4759,37.444314,94301,-122.149996,1,0,1,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,6463-MVYRY
64,3791.6,58,65.25,TRUE,5912,37.45809,94303,-122.115398,1,0,0,1,0,1,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3969-JQABI
61,813.3,37,19.8,FALSE,5336,37.386978,94304,-122.177746,,0,0,0,0,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9624-EGDEQ
36,780.25,44,19.6,TRUE,5584,37.424342,94305,-122.165641,,0,0,1,1,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1051-EQPZR
65,552.9,27,20.05,FALSE,2400,37.416159,94306,-122.131337,,0,0,0,1,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5849-ASHZJ
48,408.25,8,49.4,TRUE,2907,37.590421,94401,-122.306467,0,0,0,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5780-INQIK
51,2191.15,25,88.4,TRUE,4849,37.538309,94403,-122.305109,0,0,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4526-ZJJTM
48,5611.7,57,100.6,TRUE,6351,37.556094,94404,-122.272437,0,0,0,1,1,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,8384-FZBJK
33,246.25,12,19.45,TRUE,4788,37.774633,94501,-122.274434,,0,0,0,0,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3750-RNQKR
56,1296.15,62,20.3,FALSE,4574,37.724817,94502,-122.224363,,0,0,1,1,0,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0962-CQPWQ
25,7082.85,65,107.65,FALSE,4193,37.791481,94506,-121.903253,0,0,0,1,0,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3096-YXENJ
75,5662.25,71,80.45,FALSE,4518,37.855717,94507,-121.994813,0,0,0,1,0,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1265-BCFEO
25,1215.45,21,58.85,FALSE,2845,38.542448,94508,-122.419923,0,0,0,1,1,1,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5837-LXSDN
22,7854.15,71,109.6,FALSE,4564,37.980057,94509,-121.801599,1,0,0,1,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5945-AZYHT
50,525,7,75.15,TRUE,4216,38.113533,94510,-122.11926,0,0,0,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,8325-QRPZR
80,5265.2,72,73,FALSE,5127,38.050558,94511,-121.646924,1,0,0,0,0,1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,6384-VMJHP
74,70.1,1,70.1,TRUE,2475,38.140719,94512,-121.838298,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2262-SLNVK
78,7129.45,72,98.65,FALSE,4616,37.908242,94513,-121.682472,0,0,0,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7730-CLDSV
74,7266.95,64,111.45,FALSE,5129,37.83323,94514,-121.601461,0,0,0,1,1,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1135-HIORI
69,8496.7,72,114.9,FALSE,4589,38.629618,94515,-122.593216,1,0,0,0,0,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0164-APGRB
53,2878.75,29,100.55,TRUE,4847,37.881842,94517,-121.848111,0,0,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,6481-ESCNL
76,261.3,13,20.4,FALSE,4883,37.950248,94518,-122.022455,,0,0,0,0,1,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1790-NESIO
78,3205.6,31,104.35,TRUE,5320,37.990118,94519,-122.012188,1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1550-EENBN
26,1137.05,14,80.45,TRUE,5772,37.924838,94530,-122.289145,0,0,0,1,1,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,8198-RKSZG
52,6697.2,72,91.35,FALSE,5378,37.572273,94536,-121.964583,1,0,0,0,0,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9297-EONCV
76,505.45,25,19.9,FALSE,4134,37.674002,94541,-122.076796,,0,0,1,1,0,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1069-QJOEE
47,1299.8,18,68.35,TRUE,5993,37.639215,94544,-122.037554,1,0,0,0,0,1,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7799-DSEWS
29,5564.85,71,79.1,FALSE,5872,37.62984,94545,-122.120843,0,0,0,1,0,1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8766-PAFNE
44,1381.8,28,51,FALSE,5195,37.708327,94546,-122.083473,0,0,1,1,1,1,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5315-CKEQK
40,188.1,2,80.55,TRUE,5346,37.991259,94547,-122.214945,1,0,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3130-ICDUP
46,1077.05,17,66.7,TRUE,2814,37.907777,94549,-122.127161,0,0,0,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0820-FNRNX
64,4922.4,56,86.4,TRUE,4449,37.571748,94550,-121.659562,1,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0880-FVFWF
65,2911.5,60,50.05,FALSE,5493,37.722727,94552,-122.02157,1,0,0,1,0,0,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4611-ANLQC
39,826.1,33,25.7,FALSE,3378,38.014457,94553,-122.115432,,0,0,0,0,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4213-HKBJO
26,83.4,1,83.4,TRUE,5960,37.555473,94555,-122.080312,1,0,0,0,0,1,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2792-LSHWX
49,5377.8,63,84.65,FALSE,4604,38.489789,94558,-122.27011,1,0,0,1,0,1,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0014-BMAQU
36,3617.1,55,64.75,FALSE,4634,37.504133,94560,-122.032347,0,0,0,0,0,1,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9018-PCIOK
72,6643.5,65,100.15,FALSE,4915,37.999406,94561,-121.686241,1,0,0,1,0,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4837-QUSFT
79,1559.3,63,25.25,FALSE,4530,37.996462,94564,-122.293716,,0,0,0,0,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9953-ZMKSM
47,7987.6,70,113,FALSE,4588,38.006047,94565,-121.916834,1,0,1,1,0,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0907-HQNTS
44,1547.35,36,40.65,FALSE,2564,37.633361,94566,-121.862395,1,0,0,1,1,0,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7665-NKLAV
28,2142.8,22,94.95,TRUE,4242,38.035707,94569,-122.196821,0,0,0,0,0,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4391-LNRXK
35,287.85,5,59.9,TRUE,3662,38.148862,94571,-121.737696,1,0,1,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,8250-ZNGGW
22,19.8,1,19.8,TRUE,3129,37.717196,94577,-122.159338,,0,0,0,0,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,8562-GHPPI
75,4534.45,56,81.8,FALSE,4399,37.704384,94578,-122.126703,0,0,0,0,0,1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5893-PYOLZ
39,40.9,2,20,TRUE,2237,37.687264,94579,-122.15728,,0,0,0,0,1,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4986-MXSFP
27,2094.9,35,59.6,TRUE,2187,37.676249,94580,-122.132415,1,0,0,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6131-FOYAS
61,1584.8,64,25,FALSE,5538,37.766556,94583,-121.976784,,0,0,1,0,0,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3027-YNWZU
35,1302.65,15,84.35,TRUE,3314,38.197907,94585,-122.017258,1,0,0,0,0,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5609-IMCGG
35,55.55,1,55.55,TRUE,2207,37.59485,94587,-122.051521,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4727-MCYZG
64,5437.75,70,75.35,FALSE,6477,37.685052,94588,-121.912061,1,0,0,1,1,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9481-WHGWY
42,2209.15,39,59.3,FALSE,5843,38.105733,94591,-122.186338,0,0,0,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4328-VUFWD
72,1912.15,29,66.1,TRUE,5590,38.093701,94592,-122.276589,1,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3301-LSLWQ
28,255.55,14,18.8,FALSE,5751,37.862128,94595,-122.075197,,0,0,1,1,0,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,7473-ZBDSN
74,5175.3,61,86.45,FALSE,4471,37.900662,94596,-122.052782,1,0,0,0,0,0,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3166-PNEOF
34,670.65,13,52.1,TRUE,4929,37.916648,94598,-122.008483,1,0,0,0,1,1,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5639-NTUPK
27,3177.25,66,47.4,FALSE,6435,38.421458,94599,-122.365048,1,0,0,0,0,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8780-YRMTT
67,6557.75,59,109.15,FALSE,5186,37.803883,94602,-122.208417,1,0,0,1,0,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5140-FOMCQ
27,5791.85,62,94.95,FALSE,4262,37.739113,94603,-122.175602,1,0,0,1,1,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6242-SGYTS
21,3055.5,33,93.55,FALSE,4414,37.758019,94605,-122.138678,1,0,1,1,0,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8166-ORCHU
66,5196.1,66,79.5,FALSE,4285,37.792489,94606,-122.244314,0,0,0,0,1,1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8414-OOEEL
